brand,review_url,tracked_go_url,countries,categories,official_urls,monetization_path,priority_score,status,next_action
Prepboys Meal Prep,/reviews/prepboys-meal-prep/,/go/prepboys-meal-prep/,US,high protein meal prep,https://www.prepboysmealprep.com/,direct partnership outreach,40,active_region_check,Add to Bay Area meal-prep alternatives with cautious source note
Prepped N' Plated,/reviews/prepped-n-plated/,/go/prepped-n-plated/,US,high protein meal prep,https://preppednplated.com/,direct partnership outreach,40,active_region_check,Add to Chicago macro meal-prep alternatives
Primal Balance Nutrition,/reviews/primal-balance-nutrition/,/go/primal-balance-nutrition/,US,organic prepared meals,https://www.primalbalancenutrition.com/,direct partnership outreach,40,active_region_check,Add to organic/no-seed-oil meal-prep alternatives
Primal Kitchen,/reviews/primal-kitchen/,/go/primal-kitchen/,US,grocery dinner helpers,https://www.primalkitchen.com/,direct partnership outreach,40,active,Add to paleo/keto grocery dinner helper pages
Primal Organic,/reviews/primal-organic/,/go/primal-organic/,US,organic prepared meals,https://www.primalorganicmiami.com/,direct partnership outreach,40,active_region_check,Add to Miami organic and low-carb meal-plan pages
ProMeals,/reviews/promeals/,/go/promeals/,US,prepared meals,https://mypromeals.com/,direct partnership outreach,40,active_region_check,Promote from candidate with regional caveat
Proper Good,/reviews/proper-good/,/go/proper-good/,US,shelf-stable meals,https://eatpropergood.com/,direct partnership outreach,40,active,Add to shelf-stable and pantry dinner pages
Providoor,/reviews/providoor/,/go/providoor/,Australia,prepared meals,https://providoor.com/,direct partnership outreach,40,active,Add to Australia premium prepared dinner pages
Pure Meal Prep SD,/reviews/pure-meal-prep-sd/,/go/pure-meal-prep-sd/,US,prepared meals,https://puremealprepsd.com/,direct partnership outreach,40,active_region_check,Add to San Diego prepared-meal alternatives
Queal,/reviews/queal/,/go/queal/,Europe,complete nutrition meal replacement,https://queal.com/,direct partnership outreach,40,active,Add to complete-food alternatives pages
Reishunger,/reviews/reishunger/,/go/reishunger/,Germany,grocery dinner delivery,https://www.reishunger.de/,direct partnership outreach,40,active,Add to Germany grocery-dinner and pantry meal pages
Revive Superfoods,/reviews/revive-superfoods/,/go/revive-superfoods/,US,smoothies and prepared foods,https://revivesuperfoods.com/,direct partnership outreach,40,active_social_check,Promote from candidate with active checkout caveat
Revive Superfoods Canada,/reviews/revive-superfoods-canada/,/go/revive-superfoods-canada/,Canada,smoothies and prepared foods,https://revivesuperfoods.com/,direct partnership outreach,40,active_social_check,Promote Canada variant with checkout caveat
Safari Eatz,/reviews/safari-eatz/,/go/safari-eatz/,South Africa,high protein meal prep,https://safarieatz.com/meal-prep/,direct partnership outreach,40,active_region_check,Add to South Africa high-protein meal-prep pages with region caveat
Saturo,/reviews/saturo/,/go/saturo/,Europe,complete nutrition meal replacement,https://saturo.com/en-us,direct partnership outreach,40,active,Add to ready-to-drink meal replacement comparisons
SecondChef,/reviews/secondchef/,/go/secondchef/,Italy,meal kit,https://www.secondchef.it/,direct partnership outreach,40,active_region_check,Add with delivery-area caveat
Serenity Kids,/reviews/serenity-kids/,/go/serenity-kids/,US,kids and baby meals,https://myserenitykids.com/,direct partnership outreach,40,active,Promote from candidate to baby food subscription pages
Smart Meals,/reviews/smart-meals/,/go/smart-meals/,Netherlands,fitness prepared meals,https://www.smart-meals.nl/en/,direct partnership outreach,40,active,Research affiliate or direct partner path after domain is live.
Smart Meals PH,/reviews/smart-meals-ph/,/go/smart-meals-ph/,Philippines,diet prepared meals,https://smartmeals.ph/,direct partnership outreach,40,active_region_check,Add to Philippines diet meal candidate pages
Soylent Complete Protein,/reviews/soylent-complete-protein/,/go/soylent-complete-protein/,US,complete nutrition meal replacement,https://soylent.com/,direct partnership outreach,40,active,Add as Soylent product-route variant for complete nutrition searches
Splendid Spoon,/reviews/splendid-spoon/,/go/splendid-spoon/,US,prepared meals,https://splendidspoon.com/,direct partnership outreach,40,active,"Add to vegan, smoothie, and prepared meal pages"
Spud,/reviews/spud/,/go/spud/,Canada,grocery dinner delivery,https://www.spud.ca/,direct partnership outreach,40,active,Normalize Canada SPUD route capitalization and add to grocery dinner pages
STOCKED,/reviews/stocked/,/go/stocked/,UK,frozen prepared meals,https://stockedfood.com/,direct partnership outreach,40,active,Add to UK frozen ready-meal pages
Sweet Earth,/reviews/sweet-earth/,/go/sweet-earth/,US,frozen plant-based meals,https://www.goodnes.com/sweet-earth/,direct partnership outreach,40,active_retail_route,Add to vegan and plant-based grocery dinner pages
SwoleFoods,/reviews/swolefoods/,/go/swolefoods/,New Zealand,fitness prepared meals,https://swolefoods.co.nz/,direct partnership outreach,40,active,Research affiliate or direct gym/fitness partnership path.
Table & Twine,/reviews/table-and-twine/,/go/table-and-twine/,US,restaurant prepared meals,https://tableandtwine.com/,direct partnership outreach,40,active_region_check,Add to regional restaurant prepared meal pages with route caveat
Take Eat Easy Spain,/reviews/take-eat-easy-spain/,/go/take-eat-easy-spain/,Spain,prepared meals,https://takeateasy.es/,direct partnership outreach,40,active_region_check,Add with route check caveat
Tasty Bite,/reviews/tasty-bite/,/go/tasty-bite/,US,shelf-stable meals,https://www.tastybite.com/collections/all,direct partnership outreach,40,active,"Add to shelf-stable, Indian, vegetarian, and pantry dinner pages"
TastyTable FOOD,/reviews/tastytable-food/,/go/tastytable-food/,Japan,meal kit,https://tastytable-food.com/,direct partnership outreach,40,active,Add to Japan premium meal-kit challenger pages
The Cumin Club,/reviews/the-cumin-club/,/go/the-cumin-club/,US,shelf-stable meal kit,https://www.thecuminclub.com/,direct partnership outreach,40,active,"Add to shelf-stable, vegetarian, Indian meal kit, and student dinner pages"
The Daily Cut,/reviews/the-daily-cut/,/go/the-daily-cut/,Singapore,prepared meals,https://www.thedailycut.sg/,direct partnership outreach,40,active_delivery_partner_route,Add to Singapore healthy prepared-meal alternatives with delivery-route caveat
The Handmade Chef Meal Prep Co,/reviews/the-handmade-chef-meal-prep-co/,/go/the-handmade-chef-meal-prep-co/,US,high protein meal prep,https://www.thcmealprepco.com/,direct partnership outreach,40,active_region_check,Add to San Diego clean meal-prep alternatives
The Pure Package,/reviews/the-pure-package/,/go/the-pure-package/,UK,diet prepared meals,https://www.purepackage.com/,direct partnership outreach,40,active,Add to UK diet prepared meal and premium wellness pages
TheMeal UAE,/reviews/themeal-uae/,/go/themeal-uae/,UAE,prepared meals,https://www.themeal.menu/,direct partnership outreach,40,active,Add to UAE budget and monthly meal-plan alternatives
Thrive Market,/reviews/thrive-market/,/go/thrive-market/,US,grocery dinner delivery,https://thrivemarket.com/,direct partnership outreach,40,active,Add to grocery dinner and healthy pantry pages
Top Chef Meals,/reviews/top-chef-meals/,/go/top-chef-meals/,US,frozen prepared meals,https://topchefmeals.com/,direct partnership outreach,40,active,"Add to frozen prepared meal, senior, and no-subscription pages"
Tovala,/reviews/tovala/,/go/tovala/,US,smart oven meal delivery,https://www.tovala.com/,direct partnership outreach,40,active,Add to appliance-assisted meal delivery and low-prep dinner pages
Truly Good Foods,/reviews/truly-good-foods/,/go/truly-good-foods/,US,snack and pantry box,https://trulygoodfoods.com/,direct partnership outreach,40,active_b2b_consumer_mixed,Add only to pantry/snack box adjacent pages
Tweakd,/reviews/tweakd/,/go/tweakd/,UK,performance prepared meals,https://tweakd.uk/,direct partnership outreach,40,active_social_check,Add with active checkout caveat
Urban Crunch Meal,/reviews/urban-crunch-meal/,/go/urban-crunch-meal/,US,high protein meal prep,https://urbancrunchmeal.com/,direct partnership outreach,40,active_region_check,Add to LA high-protein meal-prep alternatives
Viandas Cook,/reviews/viandas-cook/,/go/viandas-cook/,Argentina,prepared meals,https://viandascook.com.ar/,direct partnership outreach,40,active_region_check,Add to Argentina prepared meal regional pages
Vital Pursuit,/reviews/vital-pursuit/,/go/vital-pursuit/,US,high protein frozen meals,https://www.goodnes.com/vital-pursuit/,direct partnership outreach,40,active,Add to high-protein frozen meal pages with health-claims caveat
Vood,/reviews/vood/,/go/vood/,Netherlands,plant-based frozen meals,https://voodmeals.com/en/maaltijden-aan-huis,direct partnership outreach,40,active,Research affiliate or direct partner path after domain is live.
Waitrose Ready Meals,/reviews/waitrose-ready-meals/,/go/waitrose-ready-meals/,UK,grocery ready meals,https://www.waitrose.com/ecom/shop/browse/groceries/fresh_and_chilled/ready_meals,direct partnership outreach,40,active_region_check,Add with retailer availability caveat
Westerly,/reviews/westerly/,/go/westerly/,US,premium prepared meals,https://www.westerlykitchen.com/,direct partnership outreach,40,active_region_check,Add to gluten-free and premium regional prepared-meal alternatives
Wildgrain,/reviews/wildgrain/,/go/wildgrain/,US,frozen bakery and dinner pantry,https://wildgrain.com/,direct partnership outreach,40,active,Add to frozen pantry and dinner helper pages
WoodSpoon,/reviews/woodspoon/,/go/woodspoon/,US,local chef prepared meals,https://woodspoon.app.link/WoodSpoon,direct partnership outreach,40,active_app_route,Add with app-route caveat
wyldr,/reviews/wyldr/,/go/wyldr/,Germany,organic meal kit,https://www.wyldr-bio.de/,direct partnership outreach,40,active,Research partner path and localise German category pages.
yfood,/reviews/yfood/,/go/yfood/,Europe,complete nutrition meal replacement,https://yfood.com/en,direct partnership outreach,40,active,Add to ready-to-drink complete meal pages
Yumi,/reviews/yumi/,/go/yumi/,US,kids and toddler snacks,https://helloyumi.com/,direct partnership outreach,40,active,Account for Yumi baby-food search demand with current snack positioning
Dinnerly Australia,/reviews/dinnerly-australia/,/go/dinnerly-australia/,Australia,budget meal kit,https://dinnerly.com.au/,direct partnership outreach,35,missing_priority,Add AU budget page
EveryPlate Australia,/reviews/everyplate-australia/,/go/everyplate-australia/,Australia,budget meal kit,https://www.everyplate.com.au/,direct partnership outreach,35,missing_priority,Add AU cheap meal kit page
Fit Foods Ireland,/reviews/fit-foods-ireland/,/go/fit-foods-ireland/,Ireland,prepared meals,https://fitfoodsforlife.com/,direct partnership outreach,35,tracked_source_found,Confirm delivery/order path and affiliate program before recommendation.
HelloFresh Ireland,/reviews/hellofresh-ireland/,/go/hellofresh-ireland/,Ireland,meal kit,,direct partnership outreach,35,tracked,Verify Irish market availability and landing page
Nutrisystem,/reviews/nutrisystem/,/go/nutrisystem/,US,diet prepared meals,https://www.nutrisystem.com/,direct partnership outreach,35,missing_priority,Add diet meal-plan comparison
A Dozen Cousins Rice & Beans,/reviews/a-dozen-cousins-rice-and-beans/,/go/a-dozen-cousins-rice-and-beans/,US,shelf-stable meals,https://adozencousins.com/,direct partnership outreach,25,active,Add product-route variant for pantry dinner packs
Afia,/reviews/afia/,/go/afia/,US,plant-based frozen meals,https://afiafoods.com/,direct partnership outreach,25,active,Add to plant-based Mediterranean frozen dinner pages
Bachan's,/reviews/bachan-s/,/go/bachan-s/,US,meal starter kits,https://bachans.com/,direct partnership outreach,25,active,Add to meal starter and grocery dinner helper pages
Banza,/reviews/banza/,/go/banza/,US,shelf-stable meals,https://www.eatbanza.com/,direct partnership outreach,25,active,Add to high-protein pantry dinner helper pages
Brooklyn Delhi,/reviews/brooklyn-delhi/,/go/brooklyn-delhi/,US,meal starter kits,https://brooklyndelhi.com/,direct partnership outreach,25,active,Add to Indian meal starter pages
Caulipower,/reviews/caulipower/,/go/caulipower/,US,frozen gluten-free meals,https://eatcaulipower.com/,direct partnership outreach,25,active,Add to gluten-free frozen dinner pages
Crowd Cow,/reviews/crowd-cow/,/go/crowd-cow/,US,protein box,https://www.crowdcow.com/,direct partnership outreach,25,active,Add to protein box and meat delivery comparison pages
Cuisinery,/reviews/cuisinery/,/go/cuisinery/,France,frozen prepared meals,https://www.cuisineryfoodmarket.com/,direct partnership outreach,25,active_us_route,Add as French cuisine frozen meal option with US route caveat
Diaspora Co.,/reviews/diaspora-co/,/go/diaspora-co/,US,grocery dinner helpers,https://www.diasporaco.com/,direct partnership outreach,25,active,"Add to premium pantry dinner helper pages, not meal delivery rankings"
Eatstro,/reviews/eatstro/,/go/eatstro/,Ireland,meal kit,https://eatstro.com/,verify before monetization,25,needs_active_check,Use for alternatives intent only until active ordering is proven
Feed,/reviews/feed/,/go/feed/,France,complete nutrition meal replacement,https://www.feed.co/,verify before monetization,25,active_retail_check,Add as French complete-food candidate with checkout caveat
Fitelo,/reviews/fitelo/,/go/fitelo/,India,diet meal planning,https://play.google.com/store/apps/details?id=com.fitelo.android,direct partnership outreach,25,active_app_route,"Use only for diet-planning adjacent pages, not prepared meal delivery recommendations"
Fly By Jing,/reviews/fly-by-jing/,/go/fly-by-jing/,US,meal starter kits,https://flybyjing.com/,direct partnership outreach,25,active,Add to meal starter and pantry dinner helper pages
Freshly,/reviews/freshly/,/go/freshly/,US,prepared meals,,direct partnership outreach,25,inactive,Track only as inactive/legacy competitor context
Full Circle,/reviews/full-circle/,/go/full-circle/,US,produce box,https://www.fullcircle.com/,direct partnership outreach,25,active_region_check,Add to regional produce box pages
