"brand","slug","go_route","go_route_exists","review_route","review_route_exists","source_rows","countries","categories","affiliate_program_target","tracking_url_status","cash_route_status","next_money_action","source_next_action"
"Meals on Wheels Australia","meals-on-wheels-australia","/go/meals-on-wheels-australia/","yes","/reviews/meals-on-wheels-australia/","yes","1","Australia","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Meals4Health","meals4health","/go/meals4health/","yes","/reviews/meals4health/","yes","1","Ireland","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Mealthy HK","mealthy-hk","/go/mealthy-hk/","yes","/reviews/mealthy-hk/","yes","1","Hong Kong","high protein meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Hong Kong high-protein meal-plan pages"
"Meels","meels","/go/meels/","yes","/reviews/meels/","yes","1","Canada","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"MegaFit Meals","megafit-meals","/go/megafit-meals/","yes","/reviews/megafit-meals/","yes","1","US","high protein meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to US high-protein challenger comparisons"
"Melbourne Meal Prep","melbourne-meal-prep","/go/melbourne-meal-prep/","yes","/reviews/melbourne-meal-prep/","yes","1","Australia","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"MenuDiet","menudiet","/go/menudiet/","yes","/reviews/menudiet/","yes","1","spain","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Spain diet/prepared meal comparison and outreach"
"Menumat","menumat","/go/menumat/","yes","/reviews/menumat/","yes","1","Finland","frozen prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Finland frozen prepared-meal pages"
"merciChef","mercichef","/go/mercichef/","yes","/reviews/mercichef/","yes","1","switzerland","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Switzerland prepared-meals shortlist"
"Metabolic Meals","metabolic-meals","/go/metabolic-meals/","yes","/reviews/metabolic-meals/","yes","1","US","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote to US healthy prepared-meal and high-protein pages"
"Methodology","methodology","/go/methodology/","yes","/reviews/methodology/","yes","1","US","premium prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use for premium healthy prepared-meal comparison"
"Mi Piace Cosi","mi-piace-cosi","/go/mi-piace-cosi/","yes","/reviews/mi-piace-cosi/","yes","1","italy","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Position in weight-loss and diet meal-plan comparison"
"MiCibo","micibo","/go/micibo/","yes","/reviews/micibo/","yes","1","Italy","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Italy prepared meal challenger pages"
"Middagsfrid","middagsfrid","/go/middagsfrid/","yes","/reviews/middagsfrid/","yes","1","Sweden","meal kit","not ready","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use for alternatives and history pages; route users to Linas Matkasse"
"MightyMeals","mightymeals","/go/mightymeals/","yes","/reviews/mightymeals/","yes","1","US","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use with regional-service caveat and direct outreach"
"Miltown Eats","miltown-eats","/go/miltown-eats/","yes","/reviews/miltown-eats/","yes","1","US","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Midwest local meal-kit pages"
"Milts Food","milts-food","/go/milts-food/","yes","/reviews/milts-food/","yes","1","Cyprus","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Cyprus prepared meal challenger pages"
"Mimi's Macros","mimi-s-macros","/go/mimi-s-macros/","yes","/reviews/mimi-s-macros/","yes","1","US","high protein meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Cincinnati/Northern Kentucky macro meal-prep alternatives"
"Mindful Chef","mindful-chef","/go/mindful-chef/","yes","/reviews/mindful-chef/","yes","1","UK","meal kit","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote to UK healthy recipe-box anchor and compare against Gousto"
"Mindful Chef Ready Meals","mindful-chef-ready-meals","/go/mindful-chef-ready-meals/","yes","/reviews/mindful-chef-ready-meals/","yes","1","UK","prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote prepared-meal variant with active product caveat"
"Mindful Meals TX","mindful-meals-tx","/go/mindful-meals-tx/","yes","/reviews/mindful-meals-tx/","yes","1","US","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Austin healthy prepared-meal pages"
"Mingu","mingu","/go/mingu/","yes","/reviews/mingu/","yes","1","Colombia","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Colombia app-led prepared meal alternatives"
"Misfits Market","misfits-market","/go/misfits-market/","yes","/reviews/misfits-market/","yes","1","US","grocery dinner delivery","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to grocery dinner and budget produce pages"
"MissFresh","missfresh","/go/missfresh/","yes","/reviews/missfresh/","yes","1","Canada","meal kit","not ready","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use for alternatives intent only until active ordering is proven"
"Mitsuboshi Farm","mitsuboshi-farm","/go/mitsuboshi-farm/","yes","/reviews/mitsuboshi-farm/","yes","1","Japan","frozen prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as Japan frozen prepared-meal anchor"
"Model Meals","model-meals","/go/model-meals/","yes","/reviews/model-meals/","yes","1","US","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to clean eating prepared meal pages with active-region check"
"ModifyHealth","modifyhealth","/go/modifyhealth/","yes","/reviews/modifyhealth/","yes","1","US","medical diet meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to medical diet and low-FODMAP meal pages"
"Momofuku Goods","momofuku-goods","/go/momofuku-goods/","yes","/reviews/momofuku-goods/","yes","1","US","meal starter kits","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to noodle and pantry dinner helper pages"
"Mom's Meals","mom-s-meals","/go/mom-s-meals/","yes","/reviews/mom-s-meals/","yes","1","US","medically tailored meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to seniors, medically tailored meals, and food-as-medicine pages"
"Montreal Meal Prep","montreal-meal-prep","/go/montreal-meal-prep/","yes","/reviews/montreal-meal-prep/","yes","1","Canada","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
