country,country_slug,category_cluster,brand_a,brand_b,winner,url,status
Australia,australia,prepared meal delivery,Lite n Easy,Eat Fit Food,Lite n Easy,/vs/lite-n-easy-vs-eat-fit-food-australia-prepared-meal-delivery/,generated
Australia,australia,diet meal delivery,Lite n' Easy,Foober,Lite n' Easy,/vs/lite-n-easy-vs-foober-australia-diet-meal-delivery/,generated
Australia,australia,prepared meal delivery,Lite n Easy,FoodSt,Lite n Easy,/vs/lite-n-easy-vs-foodst-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Lite n Easy,Gourmet Meals,Lite n Easy,/vs/lite-n-easy-vs-gourmet-meals-australia-prepared-meal-delivery/,generated
Australia,australia,diet meal delivery,Lite n' Easy,Jenny Craig Australia,Lite n' Easy,/vs/lite-n-easy-vs-jenny-craig-australia-australia-diet-meal-delivery/,generated
Australia,australia,diet meal delivery,Lite n' Easy,Tender Loving Cuisine,Lite n' Easy,/vs/lite-n-easy-vs-tender-loving-cuisine-australia-diet-meal-delivery/,generated
Australia,australia,diet meal delivery,Lite n' Easy,Weight Watchers Meals Australia,Lite n' Easy,/vs/lite-n-easy-vs-weight-watchers-meals-australia-australia-diet-meal-delivery/,generated
United States,us,grocery dinner delivery,Little Sesame,Imperfect Foods,Little Sesame,/vs/little-sesame-vs-imperfect-foods-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Little Sesame,Primal Kitchen Sauces,Little Sesame,/vs/little-sesame-vs-primal-kitchen-sauces-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Little Sesame,Siete Foods,Siete Foods,/vs/little-sesame-vs-siete-foods-us-grocery-dinner-delivery/,generated
United States,us,kids meal delivery,Little Spoon,Cerebelly,Little Spoon,/vs/little-spoon-vs-cerebelly-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Little Spoon,Nurture Life,Little Spoon,/vs/little-spoon-vs-nurture-life-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Little Spoon,Once Upon a Farm,Little Spoon,/vs/little-spoon-vs-once-upon-a-farm-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Little Spoon,Raised Real,Little Spoon,/vs/little-spoon-vs-raised-real-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Little Spoon,Serenity Kids,Little Spoon,/vs/little-spoon-vs-serenity-kids-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Little Spoon,Yumble,Little Spoon,/vs/little-spoon-vs-yumble-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Little Spoon,Yumi,Little Spoon,/vs/little-spoon-vs-yumi-us-kids-meal-delivery/,generated
Brazil,brazil,frozen meal delivery,Liv Up,Beleaf,Liv Up,/vs/liv-up-vs-beleaf-brazil-frozen-meal-delivery/,generated
Brazil,brazil,frozen meal delivery,Liv Up,Congelados da Sônia,Liv Up,/vs/liv-up-vs-congelados-da-sonia-brazil-frozen-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Essential Meal Delivery,LiveFit Foods,/vs/livefit-foods-vs-essential-meal-delivery-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Ethey,LiveFit Foods,/vs/livefit-foods-vs-ethey-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Ever Gourmet,LiveFit Foods,/vs/livefit-foods-vs-ever-gourmet-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Fed Fed Fed,LiveFit Foods,/vs/livefit-foods-vs-fed-fed-fed-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Fit Kitchen Canada,LiveFit Foods,/vs/livefit-foods-vs-fit-kitchen-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Goodfood Ready-to-Eat,LiveFit Foods,/vs/livefit-foods-vs-goodfood-ready-to-eat-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Honey Bee Meals,LiveFit Foods,/vs/livefit-foods-vs-honey-bee-meals-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Inspired Go Alberta,LiveFit Foods,/vs/livefit-foods-vs-inspired-go-alberta-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Inspired Go,LiveFit Foods,/vs/livefit-foods-vs-inspired-go-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Meal Prep Ottawa,LiveFit Foods,/vs/livefit-foods-vs-meal-prep-ottawa-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,MealFix Canada,LiveFit Foods,/vs/livefit-foods-vs-mealfix-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,MealPro Canada,LiveFit Foods,/vs/livefit-foods-vs-mealpro-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,My Chef Meal Prep,LiveFit Foods,/vs/livefit-foods-vs-my-chef-meal-prep-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,OTR Meals,OTR Meals,/vs/livefit-foods-vs-otr-meals-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Revive Superfoods Canada,LiveFit Foods,/vs/livefit-foods-vs-revive-superfoods-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,WeCook,WeCook,/vs/livefit-foods-vs-wecook-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,LiveFit Foods,Yumba,LiveFit Foods,/vs/livefit-foods-vs-yumba-canada-prepared-meal-delivery/,generated
Germany,germany,high-protein meal prep,Loewenanteil,Löwenanteil,Löwenanteil,/vs/loewenanteil-vs-lowenanteil-germany-high-protein-meal-prep/,generated
Germany,germany,high-protein meal prep,Loewenanteil,prepmymeal,prepmymeal,/vs/loewenanteil-vs-prepmymeal-germany-high-protein-meal-prep/,generated
Austria,austria,high-protein meal prep,Löwenanteil,prepmymeal,prepmymeal,/vs/lowenanteil-vs-prepmymeal-austria-high-protein-meal-prep/,generated
Germany,germany,high-protein meal prep,Löwenanteil,prepmymeal,prepmymeal,/vs/lowenanteil-vs-prepmymeal-germany-high-protein-meal-prep/,generated
Switzerland,switzerland,high-protein meal prep,Löwenanteil,prepmymeal,prepmymeal,/vs/lowenanteil-vs-prepmymeal-switzerland-high-protein-meal-prep/,generated
Netherlands,netherlands,prepared meal delivery,Maaltijdservice.nl,MarleenKookt,Maaltijdservice.nl,/vs/maaltijdservice-nl-vs-marleenkookt-netherlands-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Macro Meals Ireland,Meals4Health,Meals4Health,/vs/macro-meals-ireland-vs-meals4health-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Macro Meals Ireland,Protein Prep Ireland,Macro Meals Ireland,/vs/macro-meals-ireland-vs-protein-prep-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Macro Meals Ireland,Ready Chef Ireland,Ready Chef Ireland,/vs/macro-meals-ireland-vs-ready-chef-ireland-ireland-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Activate Foods,Macrofoodz,/vs/macrofoodz-vs-activate-foods-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Aussie Meal Prep,Macrofoodz,/vs/macrofoodz-vs-aussie-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Bondi Meal Prep,Macrofoodz,/vs/macrofoodz-vs-bondi-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Eat Fit Food,Macrofoodz,/vs/macrofoodz-vs-eat-fit-food-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,FoodSt,Macrofoodz,/vs/macrofoodz-vs-foodst-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Gourmet Meals,Macrofoodz,/vs/macrofoodz-vs-gourmet-meals-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Lite n Easy,Macrofoodz,/vs/macrofoodz-vs-lite-n-easy-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Meals in Minutes,Macrofoodz,/vs/macrofoodz-vs-meals-in-minutes-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Nourish'd,Nourish'd,/vs/macrofoodz-vs-nourish-d-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,Providoor,Macrofoodz,/vs/macrofoodz-vs-providoor-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,The Good Meal Co,Macrofoodz,/vs/macrofoodz-vs-the-good-meal-co-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macrofoodz,THR1VE,THR1VE,/vs/macrofoodz-vs-thr1ve-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Activate Foods,Macros,/vs/macros-vs-activate-foods-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Aussie Meal Prep,Macros,/vs/macros-vs-aussie-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Bondi Meal Prep,Macros,/vs/macros-vs-bondi-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,ChefPrep,Macros,/vs/macros-vs-chefprep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Dineamic,Macros,/vs/macros-vs-dineamic-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Eat Fit Food,Macros,/vs/macros-vs-eat-fit-food-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,FoodSt,Macros,/vs/macros-vs-foodst-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Garden of Vegan,Macros,/vs/macros-vs-garden-of-vegan-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Gourmet Dinner Service,Macros,/vs/macros-vs-gourmet-dinner-service-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Gourmet Meals,Macros,/vs/macros-vs-gourmet-meals-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Lite n Easy,Macros,/vs/macros-vs-lite-n-easy-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Macrofoodz,Macros,/vs/macros-vs-macrofoodz-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Meals in Minutes,Macros,/vs/macros-vs-meals-in-minutes-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Nourish'd,Macros,/vs/macros-vs-nourish-d-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Providoor,Macros,/vs/macros-vs-providoor-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,Soulara,Macros,/vs/macros-vs-soulara-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,The Good Meal Co,Macros,/vs/macros-vs-the-good-meal-co-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Macros,THR1VE,Macros,/vs/macros-vs-thr1ve-australia-prepared-meal-delivery/,generated
Poland,poland,diet meal delivery,Maczfit,Fit Apetit,Maczfit,/vs/maczfit-vs-fit-apetit-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Maczfit,Nice To Fit You,Maczfit,/vs/maczfit-vs-nice-to-fit-you-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Maczfit,SuperMenu,Maczfit,/vs/maczfit-vs-supermenu-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Maczfit,Wygodna Dieta,Maczfit,/vs/maczfit-vs-wygodna-dieta-poland-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Atkins,Magic Kitchen,/vs/magic-kitchen-vs-atkins-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Clean Eats Meal Prep,Magic Kitchen,/vs/magic-kitchen-vs-clean-eats-meal-prep-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Fit & Fresh Meals,Magic Kitchen,/vs/magic-kitchen-vs-fit-and-fresh-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Fresh Fit Meals,Magic Kitchen,/vs/magic-kitchen-vs-fresh-fit-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Healthy Course Meals,Magic Kitchen,/vs/magic-kitchen-vs-healthy-course-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Healthy For Life Meals,Magic Kitchen,/vs/magic-kitchen-vs-healthy-for-life-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Healthy Meals Kitchen,Magic Kitchen,/vs/magic-kitchen-vs-healthy-meals-kitchen-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Healthy Xpress,Magic Kitchen,/vs/magic-kitchen-vs-healthy-xpress-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Hers Meal Replacement,Magic Kitchen,/vs/magic-kitchen-vs-hers-meal-replacement-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,LifeChef,Magic Kitchen,/vs/magic-kitchen-vs-lifechef-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,ModifyHealth,ModifyHealth,/vs/magic-kitchen-vs-modifyhealth-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,NutriFit,Magic Kitchen,/vs/magic-kitchen-vs-nutrifit-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,OPTAVIA,Magic Kitchen,/vs/magic-kitchen-vs-optavia-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Seattle Sutton's Healthy Eating,Magic Kitchen,/vs/magic-kitchen-vs-seattle-sutton-s-healthy-eating-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Magic Kitchen,Urban AIP,Magic Kitchen,/vs/magic-kitchen-vs-urban-aip-us-diet-meal-delivery/,generated
Canada,canada,grocery dinner delivery,Mama Earth,Spud,Spud,/vs/mama-earth-vs-spud-canada-grocery-dinner-delivery/,generated
Europe,europe,complete nutrition meal replacement,Mana,Bertrand,Mana,/vs/mana-vs-bertrand-europe-complete-nutrition-meal-replacement/,generated
Europe,europe,complete nutrition meal replacement,Mana,Jake,Mana,/vs/mana-vs-jake-europe-complete-nutrition-meal-replacement/,generated
Europe,europe,complete nutrition meal replacement,Mana,Queal,Mana,/vs/mana-vs-queal-europe-complete-nutrition-meal-replacement/,generated
Europe,europe,complete nutrition meal replacement,Mana,Runtime,Mana,/vs/mana-vs-runtime-europe-complete-nutrition-meal-replacement/,generated
Europe,europe,complete nutrition meal replacement,Mana,Saturo,Mana,/vs/mana-vs-saturo-europe-complete-nutrition-meal-replacement/,generated
Europe,europe,complete nutrition meal replacement,Mana,yfood,Mana,/vs/mana-vs-yfood-europe-complete-nutrition-meal-replacement/,generated
Canada,canada,frozen meal delivery,M&M Food Market,Heart to Home Meals Alberta,M&M Food Market,/vs/mandm-food-market-vs-heart-to-home-meals-alberta-canada-frozen-meal-delivery/,generated
Canada,canada,frozen meal delivery,M&M Food Market,Heart to Home Meals Ontario,M&M Food Market,/vs/mandm-food-market-vs-heart-to-home-meals-ontario-canada-frozen-meal-delivery/,generated
Canada,canada,frozen meal delivery,M&M Food Market,Spatula Foods,M&M Food Market,/vs/mandm-food-market-vs-spatula-foods-canada-frozen-meal-delivery/,generated
Canada,canada,frozen meal delivery,M&M Food Market,SupperWorks Meals for One,M&M Food Market,/vs/mandm-food-market-vs-supperworks-meals-for-one-canada-frozen-meal-delivery/,generated
United Kingdom,uk,grocery dinner delivery,M&S Cook Menu,Riverford,Riverford,/vs/mands-cook-menu-vs-riverford-uk-grocery-dinner-delivery/,generated
United Kingdom,uk,grocery dinner delivery,M&S Cook Menu,SimplyCook,SimplyCook,/vs/mands-cook-menu-vs-simplycook-uk-grocery-dinner-delivery/,generated
United Kingdom,uk,grocery dinner delivery,M&S Cook Menu,Waitrose Ready Meals,M&S Cook Menu,/vs/mands-cook-menu-vs-waitrose-ready-meals-uk-grocery-dinner-delivery/,generated
Mexico,mexico,diet meal delivery,Manyar,Food & Fit,Manyar,/vs/manyar-vs-food-and-fit-mexico-diet-meal-delivery/,generated
Mexico,mexico,diet meal delivery,Manyar,Myfitnesschef,Manyar,/vs/manyar-vs-myfitnesschef-mexico-diet-meal-delivery/,generated
Colombia,colombia,diet meal delivery,Manzana Verde Colombia,Meal Prep Consciente,Meal Prep Consciente,/vs/manzana-verde-colombia-vs-meal-prep-consciente-colombia-diet-meal-delivery/,generated
Mexico,mexico,diet meal delivery,Manzana Verde Mexico,Food & Fit,Manzana Verde Mexico,/vs/manzana-verde-mexico-vs-food-and-fit-mexico-diet-meal-delivery/,generated
Mexico,mexico,diet meal delivery,Manzana Verde Mexico,Manyar,Manzana Verde Mexico,/vs/manzana-verde-mexico-vs-manyar-mexico-diet-meal-delivery/,generated
Mexico,mexico,diet meal delivery,Manzana Verde Mexico,Myfitnesschef,Manzana Verde Mexico,/vs/manzana-verde-mexico-vs-myfitnesschef-mexico-diet-meal-delivery/,generated
Mexico,mexico,diet meal delivery,Manzana Verde,Food & Fit,Manzana Verde,/vs/manzana-verde-vs-food-and-fit-mexico-diet-meal-delivery/,generated
Mexico,mexico,diet meal delivery,Manzana Verde,Manyar,Manzana Verde,/vs/manzana-verde-vs-manyar-mexico-diet-meal-delivery/,generated
Mexico,mexico,diet meal delivery,Manzana Verde,Manzana Verde Mexico,Manzana Verde,/vs/manzana-verde-vs-manzana-verde-mexico-mexico-diet-meal-delivery/,generated
Mexico,mexico,diet meal delivery,Manzana Verde,Myfitnesschef,Manzana Verde,/vs/manzana-verde-vs-myfitnesschef-mexico-diet-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,Afia,Marie Callender's,/vs/marie-callender-s-vs-afia-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,Balanced Bites,Marie Callender's,/vs/marie-callender-s-vs-balanced-bites-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,Beehive Meals,Marie Callender's,/vs/marie-callender-s-vs-beehive-meals-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,Birds Eye Voila,Marie Callender's,/vs/marie-callender-s-vs-birds-eye-voila-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,Caulipower,Marie Callender's,/vs/marie-callender-s-vs-caulipower-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,EatFlavorly,Marie Callender's,/vs/marie-callender-s-vs-eatflavorly-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,Evol,Marie Callender's,/vs/marie-callender-s-vs-evol-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,Gardein,Marie Callender's,/vs/marie-callender-s-vs-gardein-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Marie Callender's,Good Food Made Simple,Marie Callender's,/vs/marie-callender-s-vs-good-food-made-simple-us-frozen-meal-delivery/,generated
